Ind_id	Phenot1	Phenot2
Ind1	-2.9985936006411	-2.9985936006411
Ind2	-2.68669426456267	-2.68669426456267
Ind3	-18.2181577678362	-18.2181577678362
Ind4	-12.5401016500159	-12.5401016500159
Ind5	7.72670043773802	7.72670043773802
Ind6	5.25010246801007	5.25010246801007
Ind7	0.417402126827894	0.417402126827894
Ind8	10.6214497655125	10.6214497655125
Ind9	-18.3014674338768	-18.3014674338768
Ind10	-18.6098675031914	NA
Ind11	-4.03477186214533	-4.03477186214533
Ind12	-15.9882829569252	-15.9882829569252
Ind13	-1.04632067604619	-1.04632067604619
Ind14	-5.66838909636386	-5.66838909636386
Ind15	2.58509745805752	2.58509745805752
Ind16	-3.24187957417854	-3.24187957417854
Ind17	-23.2729677083008	-23.2729677083008
Ind18	6.96435357361898	6.96435357361898
Ind19	-8.86432852665433	-8.86432852665433
Ind20	-2.43021151820351	-2.43021151820351
Ind21	-11.4044395258052	-11.4044395258052
Ind22	4.77444855571111	4.77444855571111
Ind23	18.2425783461208	NA
Ind24	-16.1003230103367	-16.1003230103367
Ind25	3.48578405180521	3.48578405180521
Ind26	-13.6317796013066	-13.6317796013066
Ind27	-17.8299036740888	-17.8299036740888
Ind28	12.8760218262878	12.8760218262878
Ind29	0.982337452944073	0.982337452944073
Ind30	6.89441228302578	NA
Ind31	-9.79070987759412	-9.79070987759412
Ind32	-7.33335887602666	-7.33335887602666
Ind33	-9.38112263525387	-9.38112263525387
Ind34	-17.418514681802	-17.418514681802
Ind35	-1.36926657800065	NA
Ind36	-15.8925185459182	-15.8925185459182
Ind37	-16.6664415036233	-16.6664415036233
Ind38	-17.6113176227666	-17.6113176227666
Ind39	8.09960655518536	8.09960655518536
Ind40	-14.9600772642048	-14.9600772642048
Ind41	-2.46258520207899	-2.46258520207899
Ind42	3.52692956060259	3.52692956060259
Ind43	-2.56849421725468	NA
Ind44	0.462204831714866	0.462204831714866
Ind45	-3.38429200532215	-3.38429200532215
Ind46	-9.02868604003372	-9.02868604003372
Ind47	5.19312365030726	5.19312365030726
Ind48	11.362118479605	11.362118479605
Ind49	-4.7016396675323	-4.7016396675323
Ind50	-6.49221835766938	-6.49221835766938
Ind51	8.74611923535598	8.74611923535598
Ind52	20.0594288752544	20.0594288752544
Ind53	-1.11475618282811	-1.11475618282811
Ind54	-10.6088037144513	-10.6088037144513
Ind55	-1.02045642033812	-1.02045642033812
Ind56	-9.96139275677573	-9.96139275677573
Ind57	3.07304203895751	3.07304203895751
Ind58	-12.1924312705288	-12.1924312705288
Ind59	3.05865100310952	3.05865100310952
Ind60	7.09555942891504	7.09555942891504
