Ind_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
Ind1	-178.865919402083	52.7627738156725	-141.748945536388	32.058224360871	17.5543496781891	-14.3548988388948	-10.2007596874656	-27.5522180438276	53.8361897205006	-18.6475470130354
Ind2	17.2004199310976	-35.0481518976658	2.99233867314198	4.81139913582997	10.2228963692622	-20.3297331439499	39.2713692748573	24.7110877292016	-24.875136340639	-79.7254551692405
Ind3	-0.134476678588869	-40.4809873117503	-21.6926836525902	-60.4011699911492	-22.0440390400408	79.7396191270007	-5.03699286956945	1.44260806327655	-18.5673225023224	0.783908106338091
Ind4	59.6311928105328	2.40615133725044	-8.46928822591139	4.73119626189056	-57.1868128931894	-20.7915525617803	30.7364511052182	47.9466786336674	2.06990342944568	-18.0535676719438
Ind5	103.891300912847	21.8037845187655	-30.6709667453021	1.37837230460589	15.0719778307841	8.38159537670945	83.5520948354437	70.186244359573	-74.0537682988908	-186.781952769146
Ind6	109.589582004282	-118.667027609925	-56.5722087552307	48.7459288483199	43.1571558829337	7.79129644694251	-17.772465642767	-18.1684020333467	6.43049062690154	18.2609441658189
Ind7	105.75300681181	-93.7404190707278	-51.0560736617596	45.3952340632916	8.61940092138935	-3.32544142648814	8.76332422786606	17.82243564091	5.74090720937479	-5.4054735161598
Ind8	159.117919241928	210.416426572268	4.20702925818152	-11.8376448321144	53.2323518155232	10.3499980398735	-15.1480685184512	1.00301961757128	17.2748848820369	23.6530269862681
Ind9	-50.1469406712458	-38.2756828481621	71.5460249979154	-76.8836948044296	41.1850635495537	-49.8829649979189	53.0762145097006	-44.8704271004554	-34.5416781774017	21.333991327445
Ind10	-23.6824581856269	23.4679655693919	25.5094640956877	-9.2821017205585	-36.0153179954092	-6.09111990033547	37.4935851537382	7.31118681274309	12.8801360250816	-21.1778668967879
Ind11	-70.5695919961539	-17.9167749647058	63.0214219947379	5.39107768462564	20.2888030311226	-9.45803953937197	8.87556183720302	-19.4761604377054	32.2587991979664	-25.0662549787725
Ind12	77.2077765285411	-62.659578207814	-27.8657805489511	20.7987141108637	-1.41821017110975	7.5993766669185	17.9690999522708	22.9642475227629	-15.3421596468532	-39.1689172788894
Ind13	-67.3091822321392	2.66980623558726	80.044052393184	24.6724122096384	-7.48210168827798	-4.46029731717329	7.75547732175856	-14.0675127206306	32.8839994806595	-10.4795635690372
Ind14	-184.034884860198	56.7224761666409	-67.474111495687	66.9996283765167	5.47192566420099	3.89211715728053	-27.6339252234967	-31.1198732901585	136.24294045799	-44.7542900589228
Ind15	105.428042508281	-113.589279126332	-51.8683518173688	57.9619804375842	37.8043886385277	-9.45565351031311	-19.8829717462431	-30.0885630584139	16.4261500015328	18.7011808636841
Ind16	-166.999615746489	43.6671290195502	-60.2943993572178	46.0254896111197	25.3231293734176	-16.6610488229775	-20.8346628454123	-6.08489275545223	14.8219858951933	-31.9509911024227
Ind17	-56.3817531071442	-59.4028530568672	78.9406978235452	-107.360391080384	67.8224855343535	-46.7656143929592	-106.555590573541	87.1230040934812	24.4028645049117	-13.1509389429015
Ind18	-39.7809078624736	-25.8176912681573	73.4765098821242	-22.7023360738786	14.6723870006094	-21.6956525811808	23.8367824362572	-15.2260511829874	23.4711883636939	-14.7132705886433
Ind19	-78.5680239119424	18.2235502556336	74.7093453039448	34.4925314908252	-6.56036047030315	-10.2793681564071	22.4651313808755	-13.881271526365	36.0293206033664	-14.7533674484279
Ind20	48.2470569421969	-3.69020553055465	-9.59636579892298	-6.69680116703723	-29.8614802157303	-9.34736756131693	32.3419807777327	32.493014414624	2.23994486173309	-13.5480000325967
Ind21	-60.6918386867323	-46.2391580805452	82.3767657175553	-97.8344788950968	42.5792486239748	-46.1392500754955	36.3208810132587	-74.4779090496684	-36.8763303734952	19.3809530214196
Ind22	-20.1597864683843	-7.23057579635946	53.6695295014678	-26.3081178695212	14.3467873437096	-34.1297211748669	42.138131410915	-20.4358016792542	17.0689309249073	-1.94443624270193
Ind23	72.279508807029	71.5750775899744	20.0860342594783	2.62392450733351	-22.3716674279819	-12.9453443218429	40.6931230718987	47.3435207087129	43.1483631551773	67.3329897937662
Ind24	106.553776217592	-116.974414971842	-52.0797749734211	55.6472755081076	42.585574702621	-9.31614675241186	-23.1379418423764	-20.4192293849528	22.8188297432252	20.4796713708946
Ind25	104.38553133291	112.477584699448	4.66909703602164	4.66139902957059	-2.60573235752611	-9.55334319479768	37.5441568060833	42.1914731652254	31.9511971040716	68.6338403858583
Ind26	-69.0788174823063	5.36801404217646	82.267085993276	24.566829456985	-1.45162292341933	-9.62270759184276	15.5633329010011	-24.7233845009129	36.2811410950776	-23.4581537565507
Ind27	-38.1527969696084	-32.3705714859907	-9.20480102673519	-60.1105855562215	-10.1333431576442	50.1344038745739	-13.8003794529367	12.8207993109485	6.04884664844277	13.2548837482567
Ind28	-11.1414323782048	-5.85850926763711	-4.63291120068454	-36.2355043696775	-51.7847063264881	40.5253995836628	41.9174994936748	17.7049994025963	-16.97711725957	13.4582200757559
Ind29	-226.470352210717	80.9529667456801	-221.504885818506	33.2442408433501	29.3129702060012	-35.9886282604778	-13.9919772297396	-5.44804260502195	34.032288549513	-13.7701636134419
Ind30	-17.6730839075353	-21.7114525449638	-11.4431090045774	0.0774457956110978	-13.8472342150394	67.5858592717459	8.09202158991833	12.2901555463227	-3.881253065589	-27.9737186940019
Ind31	-28.1221061144075	-4.33315794120043	18.9245899600282	-29.4130971870028	-32.6120794306408	0.490108191006768	26.7065559117911	29.4378709891949	-1.36587020863333	23.4646452300786
Ind32	-83.8482632586892	-3.9418190439551	-104.709832771425	-32.2445934249571	38.1318930088511	-14.9934988693634	11.7754925832402	1.95991148565425	-69.1680223845422	1.22156812945112
Ind33	-48.1479089756627	-24.9180010183239	64.9319278631404	-53.3761208656167	19.6940384081386	-7.57743257228753	24.1637566611994	-35.9381295725615	-1.89964340244492	12.3997277721667
Ind34	5.84084313332776	-35.6074811926068	10.6075546443688	-45.233511884611	-5.72794740001111	-10.0040286710484	3.29304303331674	12.9130011215166	-7.55560202030594	-0.619859202685718
Ind35	-95.7653310859377	-1.78527113649914	-121.248028982556	-29.8620542236061	41.3285048366789	-22.6077025458099	10.5080755803098	-1.39771664297267	-62.9451137139501	-2.33995252137821
Ind36	-71.3199071519203	9.56806595628998	74.4636640126424	30.1835796246822	-9.72511538155832	12.0238131398828	22.756151381136	-7.65177171143991	34.2943469019125	-2.07317279584132
Ind37	-141.255168411733	63.8149563425368	-149.995421789077	-9.3128462573663	-18.0814214507442	-14.0653628543168	5.85197920709283	15.4853199240972	-12.7934615952611	15.2284429894358
Ind38	-54.6421685455286	-52.885309034323	76.5733634692882	-114.216157789974	72.212256565137	-57.9074931027912	-108.652106278133	95.2976723874341	17.0154977661221	-9.13354540943875
Ind39	100.539312221308	-123.427832403728	-46.8283235715467	53.9889278049339	45.9148248536277	-6.22592592228417	-30.1108747568031	-39.8792945797454	6.30831413418606	24.6997142352085
Ind40	-50.043561009643	-65.258273195424	84.7573348988395	-128.059346882563	83.2881349374819	-45.9468480486228	-142.054569896272	111.835602429841	17.5659843310243	-13.5586425838744
Ind41	28.4091054552256	-57.7857406817783	-6.1679853297043	-50.2270299159025	-26.6009521179872	77.2406603152659	-0.567375955201719	6.74743829489732	-3.28649872615765	2.15026312307124
Ind42	18.5203505955197	15.8777175735201	-41.0973724107772	-21.7963221167242	-51.9842066814813	44.1774939320451	23.8947978012842	21.9149658826491	-2.93916982942926	8.05458814050633
Ind43	-100.326715752081	0.902519386607501	83.6511002105685	50.8441756358468	7.06669894939246	29.8372412257957	-22.7597020461588	-17.0442029850438	40.7477489983355	-37.6894881258824
Ind44	148.499442190317	196.159622564293	7.36878521559001	-12.4255026426639	56.0768860616204	-1.42362543815483	-6.58336321593496	11.9231221383768	20.5459864292409	34.9982677702415
Ind45	-15.1949650640275	-4.21495139834472	63.3400374394163	-41.0378144790063	8.71574640440034	-26.761592678524	62.030730089856	-19.5986695748446	7.22179969455331	-6.00403746139937
Ind46	113.069104510585	-129.846403082971	-56.4479852235686	64.8165008782569	52.767906341252	-7.19859603734399	-30.440065771741	-31.2915613381321	24.9247759978645	34.3182882966064
Ind47	-46.0489361592377	-54.5469189782576	79.0577626219358	-107.357034408538	71.0701331724136	-41.5678760113802	-89.8014231421066	71.1015069256498	17.1548784684444	-14.8471707941029
Ind48	-17.7634940550132	-2.99194489467499	56.4968859126557	-37.4076955742568	5.97582944940672	-33.3395615360109	63.5881570128245	-14.1084170637989	1.86896298250215	6.31207843203544
